0.043441	-0.041162	0.01124
0.054107	-0.034422	0.025975
0.055412	-0.024976	0.043353
0.049922	-0.014914	0.057377
0.039891	-0.008855	0.070744
0.030253	0.00078	0.078987
0.018873	0.009172	0.084506
0.058251	-0.025387	0.007784
0.063821	-0.017296	0.025805
0.059054	-0.011016	0.045763
0.047607	0.000672	0.062648
0.039356	0.007879	0.070261
0.027619	0.016079	0.076904
0.065208	-0.007011	0.018445
0.064648	0.000689	0.033916
0.05579	0.000595	0.051828
0.061427	0.00041	0.00497
0.058171	0.011146	0.045463
0.047334	0.014933	0.058218
0.036017	0.022276	0.06669
0.063995	0.007959	0.017508
0.061287	0.019017	0.027412
0.053774	0.024523	0.043191
0.04017	0.028155	0.057128
0.057117	0.025514	0.011267
0.052366	0.032439	0.028259
0.042031	0.035662	0.044278
0.031757	0.035107	0.058576
0.023032	0.031169	0.069971
0.014339	0.022775	0.081779
0.005357	0.010943	0.090094
0.043015	0.039443	0.012646
0.038102	0.04149	0.028795
0.025823	0.043869	0.045415
0.017165	0.041764	0.060457
0.010079	0.036757	0.073289
-0.00032	0.024595	0.08692
0.023465	0.049231	0.015632
0.017762	0.048124	0.030171
0.010595	0.048535	0.049814
0.001867	0.045385	0.065575
-0.006282	0.035934	0.079789
0.010783	0.048773	0.007519
-0.003821	0.051468	0.017856
0.002797	0.050355	0.035829
-0.005736	0.049893	0.055431
-0.014645	0.043761	0.070329
0.011431	0.046577	-0.011295
-0.009593	0.045952	-0.005349
-0.017556	0.049672	0.043586
-0.023654	0.045505	0.064211
-0.026728	0.030606	0.081449
-0.018371	0.024175	0.087697
-0.012183	0.012	0.092364
-0.004522	-0.001873	0.093242
-0.025344	0.045983	0.00446
-0.017461	0.050042	0.024979
-0.033496	0.044911	0.05113
-0.037249	0.036581	0.068729
-0.035574	0.022968	0.081621
-0.029523	0.009125	0.089394
-0.025597	-0.002489	0.091372
-0.032915	0.043668	0.018667
-0.037729	0.042425	0.035096
-0.04984	0.033973	0.055119
-0.047671	0.023435	0.069566
-0.042698	0.010633	0.080721
-0.044306	0.035828	0.013175
-0.056261	0.029577	0.040518
-0.059065	0.015051	0.05874
-0.052614	0.004141	0.071046
-0.04052	-0.002846	0.083658
-0.057494	0.020581	0.016688
-0.065382	0.011558	0.038828
-0.063709	-0.000357	0.051019
-0.051008	-0.010937	0.07113
-0.040263	-0.017602	0.080404
-0.026742	-0.013693	0.089205
-0.011557	-0.013915	0.092278
0.005516	-0.013793	0.090066
-0.061657	-0.00018	0.025114
-0.063427	-0.014444	0.038672
-0.058015	-0.014864	0.058582
-0.043172	-0.029622	0.069383
-0.031934	-0.027971	0.080849
-0.015873	-0.026801	0.087315
0.000885	-0.026671	0.086818
-0.056386	-0.018035	0.017063
-0.053162	-0.033043	0.039416
-0.049066	-0.032382	0.056964
-0.033311	-0.040002	0.067542
-0.024073	-0.035725	0.078629
-0.006274	-0.037886	0.08009
-0.045589	-0.033789	0.012165
-0.035963	-0.043989	0.034956
-0.035855	-0.043551	0.05173
-0.021262	-0.047574	0.063747
-0.011997	-0.045009	0.071405
-0.034149	-0.043306	0.019266
-0.020295	-0.050133	0.028395
-0.015647	-0.051549	0.043566
-0.004974	-0.052172	0.056564
0.003307	-0.047305	0.066965
0.010885	-0.038362	0.074851
0.014983	-0.024163	0.082684
0.020493	-0.009363	0.08451
-0.020146	-0.046863	0.00492
0.002768	-0.052668	0.038043
0.012592	-0.051636	0.0513
0.019346	-0.044565	0.061097
0.024779	-0.032165	0.071798
0.029366	-0.01723	0.077312
-0.007459	-0.044329	-0.004993
-0.006619	-0.052024	0.018994
0.019534	-0.051296	0.031522
0.02947	-0.047147	0.045462
0.033179	-0.038275	0.058955
0.037744	-0.023784	0.067431
0.007226	-0.043964	-0.010214
0.007348	-0.049521	0.010649
0.024063	-0.050129	0.015126
0.038948	-0.044809	0.028554
0.043677	-0.038945	0.04241
0.04366	-0.028763	0.0573
0.022011	-0.048761	0.001918
0.053569	-0.02419	-0.017008
0.055791	0.025131	-0.018075
0.03341	0.048197	-0.000039
0.014945	-0.79544	0.087793
